"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 26 05:51:37 GMT 2024","Fri Apr 26 05:51:38 GMT 2024","930","tests","login_test","TestLogin","","","test_01[chromium]",""
